295	時間 	じかん 	n-adv, n 	time	time
201	昨日 	きのう 	n-adv, n-t 	yesterday	time
625	毎日 	まいにち 	n-adv, n-t 	every day	time
14		あさって 	n-adv, n-t 	day after tomorrow	time
122		おととい 	n-adv, n-t 	day before yesterday	time
270		～ころ/～ごろ 	n-suf 	about, approximately (time)	time
205	今日 	きょう 	n-t 	today, this day	time
16		あした 	n-t 	tomorrow	time
458	～時 	～とき 	adv, n 	at the time of ～	time clock
257	午前 	ごぜん 	n-adv, n-t 	morning, A.M.	time clock
254	午後 	ごご 	n-adv, n-t 	afternoon, P.M.	time clock
596	～分 	～ふん 	suf 	～minutes	time clock
292	～時 	～じ 	suf 	time (～ O'clock)	time clock
296	～時間 	～じかん 	suf 	～hours	time clock
700	夜 	よる 	n 	evening, night	time day
687	昨夜 	ゆうべ 	n 	last night	time day
274	今晩 	こんばん 	n-adv, n-t 	tonight, this evening	time day
684	夕方 	ゆうがた 	n-adv, n-t 	evening	time day
578	昼 	ひる 	n-adv, n-t 	noon, daytime	time day
555	晩 	ばん 	n-adv, n-t 	evening	time day
12	朝 	あさ 	n-adv, n-t 	morning	time day
627	毎晩 	まいばん 	n-adv, n-t 	every night	time day
622	毎朝 	まいあさ 	n-adv, n-t 	every morning	time day
236	今朝 	けさ 	n-temp 	this morning	time day
416	一日 	ついたち 	n 	for one day, first of month	time month day
649	三日 	みっか 	n 	three days, the third day (of the month)	time month day
542	二十日 	はつか 	n 	twenty days, twentieth (day of the month)	time month day
590	二日 	ふつか 	n 	second day of the month, two days	time month day
62	五日 	いつか 	n 	five days, the fifth day (of the month)	time month day
691	八日 	ようか 	n 	eight days, the eighth (day of the month)	time month day
696	四日 	よっか 	n 	(1) 4th day of month, (2) four days	time month day
494	七日 	なのか 	n-adv 	seven days, the seventh day (of the month)	time month day
623	毎月 	まいげつ/まいつき 	n-adv, n 	every month, monthly	time month
271	今月 	こんげつ 	n-adv, n-t 	this month	time month
355	先月 	せんげつ 	n-adv, n-t 	last month	time month
702	来月 	らいげつ 	n-adv, n-t 	next month	time month
158	～か月 	～かげつ 	suf 	(number of) months	time month
